Wavelength,Flux,Noise
1.1922185,3.7544246E-17,5.1939224E-19
1.192359,3.734272E-17,5.154116E-19
1.1923823,3.7569296E-17,5.69794E-19
1.1924994,4.0120483E-17,5.120971E-19
1.1925539,4.133026E-17,5.7385996E-19
1.1926398,4.0031842E-17,5.25323E-19
1.1927254,4.440364E-17,5.693743E-19
1.1927803,4.0975785E-17,5.266414E-19
1.192897,4.8760252E-17,5.6709797E-19
1.1929207,4.4141908E-17,5.2837775E-19
1.1930611,4.381229E-17,5.3013194E-19
1.1930685,4.841811E-17,5.676568E-19
1.1932015,4.107006E-17,5.324943E-19
1.19324,4.4024044E-17,5.71554E-19
1.193342,3.4498484E-17,5.4439295E-19
1.1934116,3.698572E-17,5.8155915E-19
1.1934823,3.1827015E-17,5.493853E-19
1.1935831,3.432055E-17,5.8189385E-19
1.1936227,2.97513E-17,5.4236123E-19
1.1937547,3.068667E-17,5.873674E-19
1.1937631,2.4357081E-17,5.4057473E-19
1.1939036,2.6925945E-17,5.4087143E-19
1.1939262,3.2833886E-17,5.825499E-19
1.194044,3.566333E-17,5.413814E-19
1.1940978,3.9034944E-17,5.7628045E-19
1.1941844,4.2169234E-17,5.3569705E-19
1.1942693,4.520084E-17,5.6040106E-19
1.1943249,4.436631E-17,5.4037104E-19
1.1944408,4.9949692E-17,5.581334E-19
1.1944652,4.5206436E-17,5.372105E-19
1.1946056,4.104646E-17,5.3336497E-19
1.1946123,4.632244E-17,5.562365E-19
1.194746,3.4565198E-17,5.3497425E-19
1.1947838,3.955032E-17,5.493324E-19
1.1948864,3.1899023E-17,5.4140563E-19
1.1949553,3.612836E-17,5.4770523E-19
1.1950268,3.1740118E-17,5.4299563E-19
1.1951269,3.750449E-17,5.634124E-19
1.1951672,3.3455548E-17,5.4647656E-19
1.1952984,4.2597882E-17,5.6683203E-19
1.1953076,3.843552E-17,5.5270373E-19
1.195448,4.1251924E-17,5.526398E-19
1.1954699,4.9129327E-17,5.7016665E-19
1.1955884,4.397474E-17,5.5538793E-19
1.1956414,4.7014028E-17,5.654343E-19
1.1957288,4.4991515E-17,5.551818E-19
1.195813,4.8357296E-17,5.5580214E-19
1.1958692,4.223111E-17,5.499674E-19
1.1959844,4.6469756E-17,5.5662607E-19
1.1960095,3.8677956E-17,5.4720805E-19
1.19615,3.9473515E-17,5.5086786E-19
1.1961559,4.3410058E-17,5.417666E-19
1.1962903,3.9481076E-17,5.5063397E-19
1.1963274,4.0333482E-17,5.500544E-19
1.1964307,4.0083326E-17,5.4519355E-19
1.1964989,4.3300718E-17,5.42584E-19
1.196571,4.2992454E-17,5.4454975E-19
1.1966704,4.8607287E-17,5.556538E-19
1.1967114,4.27308E-17,5.460727E-19
1.1968418,4.7813104E-17,5.7743974E-19
1.1968518,4.3380736E-17,5.622585E-19
1.1969922,4.4563343E-17,5.711562E-19
1.1970134,4.5202314E-17,5.640873E-19
1.1971326,4.400643E-17,5.669781E-19
1.1971848,4.4267507E-17,5.605533E-19
1.1972729,4.367217E-17,5.602075E-19
1.1973563,5.2195E-17,5.671794E-19
1.1974133,4.2271732E-17,5.858428E-19
1.1975279,4.7322235E-17,5.9197997E-19
1.1975536,3.9380173E-17,6.0075507E-19
1.197694,3.6829472E-17,5.976298E-19
1.1976993,4.2014882E-17,6.0378177E-19
1.1978344,3.6982176E-17,5.675782E-19
1.1978707,4.169433E-17,5.7204725E-19
1.1979747,4.2057035E-17,5.559394E-19
1.1980423,4.2025642E-17,5.469187E-19
1.1981151,4.250654E-17,5.569154E-19
1.1982137,4.443821E-17,5.4554557E-19
1.1982554,4.052911E-17,5.6424693E-19
1.1983852,4.1735067E-17,5.6115705E-19
1.1983957,3.891845E-17,5.9575864E-19
1.1985362,3.9129465E-17,6.03503E-19
1.1985567,4.195758E-17,5.6212377E-19
1.1986765,4.1070517E-17,6.053073E-19
1.1987282,4.3293555E-17,5.7710696E-19
1.1988168,4.314564E-17,6.5137914E-19
1.1988996,4.3115267E-17,6.280068E-19
1.1989572,3.6071255E-17,6.603691E-19
1.199071,4.4092452E-17,6.086081E-19
1.1990975,3.2978444E-17,6.1835845E-19
1.1992378,3.6192146E-17,5.730166E-19
1.1992426,4.3507047E-17,5.5665156E-19
1.1993781,4.0826263E-17,5.7581805E-19
1.199414,4.9026618E-17,5.346385E-19
1.1995186,4.503389E-17,5.712223E-19
1.1995854,5.0233517E-17,5.235723E-19
1.1996589,4.6658016E-17,5.7435053E-19
1.1997569,4.959467E-17,5.2867724E-19
1.1997992,4.7520977E-17,5.7898166E-19
1.1999284,5.3041792E-17,5.4846505E-19
1.1999395,4.916901E-17,5.9527634E-19
1.2000798,4.8090153E-17,6.130818E-19
1.2000998,4.9143915E-17,5.6233677E-19
1.2002201,4.4968092E-17,6.1668745E-19
1.2002712,4.5823913E-17,5.6846054E-19
1.2003604,4.3386513E-17,5.92609E-19
1.2004427,4.452449E-17,5.4426003E-19
1.2005008,4.4455465E-17,5.987639E-19
1.2006141,4.624747E-17,5.8936536E-19
1.2006412,4.590927E-17,6.711954E-19
1.2007815,4.361717E-17,7.309173E-19
1.2007855,5.1273068E-17,6.670505E-19
1.2009218,4.427002E-17,6.959976E-19
1.2009571,5.2613356E-17,6.491746E-19
1.2010621,4.9094526E-17,6.085314E-19
1.2011285,5.3543338E-17,5.389401E-19
1.2012024,4.9731326E-17,5.888339E-19
1.2012999,5.229765E-17,5.175347E-19
1.2013427,4.8774837E-17,5.87375E-19
1.2014713,4.7893986E-17,5.158389E-19
1.201483,4.605057E-17,5.8790973E-19
1.2016233,4.3986345E-17,5.946667E-19
1.2016428,4.7298482E-17,5.1314485E-19
1.2017636,4.4167322E-17,6.010794E-19
1.2018142,4.860041E-17,5.260053E-19
1.2019039,4.3997892E-17,5.9910365E-19
1.2019856,4.681451E-17,5.235743E-19
1.2020442,4.3028824E-17,5.9397456E-19
1.202157,4.898716E-17,5.188336E-19
1.2021846,4.3909298E-17,5.9104474E-19
1.2023249,4.585721E-17,6.1293706E-19
1.2023284,5.3200095E-17,5.394934E-19
1.202465,4.6061486E-17,6.4666695E-19
1.2024999,4.8448495E-17,5.6909277E-19
1.2026054,4.8048715E-17,6.401969E-19
1.2026713,5.164164E-17,5.8263454E-19
1.2027457,4.8058148E-17,6.1551605E-19
1.2028427,5.0872104E-17,5.476267E-19
1.202886,4.2976073E-17,6.2586853E-19
1.2030141,4.1959365E-17,5.925575E-19
1.2030263,4.0035002E-17,7.0122944E-19
1.2031666,3.883546E-17,7.7903296E-19
1.2031856,3.7614103E-17,6.702589E-19
1.2033068,3.88164E-17,7.01608E-19
1.2033569,4.016598E-17,6.462345E-19
1.2034471,3.9947996E-17,6.38549E-19
1.2035283,4.312621E-17,5.3169334E-19
1.2035874,4.4409772E-17,6.5111145E-19
1.2036997,4.8062817E-17,5.332383E-19
1.2037277,4.6985153E-17,6.5200604E-19
1.2038679,4.9009806E-17,6.360395E-19
1.2038711,5.365103E-17,5.4665466E-19
1.2040082,5.1105498E-17,6.108051E-19
1.2040426,5.5624965E-17,5.3827563E-19
1.2041485,5.2447046E-17,6.155337E-19
1.2042139,5.604114E-17,5.0935533E-19
1.2042888,4.9461797E-17,6.143493E-19
1.2043853,5.21158E-17,5.1347903E-19
1.204429,4.9732358E-17,6.048609E-19
1.2045567,5.2576754E-17,5.183615E-19
1.2045693,5.05969E-17,6.128564E-19
1.2047095,4.924252E-17,6.1924255E-19
1.2047281,5.48105E-17,5.4852926E-19
1.2048498,4.824894E-17,6.2541885E-19
1.2048994,5.5243356E-17,5.087041E-19
1.2049901,5.2310273E-17,6.2803264E-19
1.2050709,5.7432235E-17,5.127205E-19
1.2051303,5.1848273E-17,6.133263E-19
1.2052423,5.7082556E-17,5.1229834E-19
1.2052706,4.856176E-17,5.9951533E-19
1.2054108,4.9980324E-17,6.209114E-19
1.2054136,5.696714E-17,5.146387E-19
1.2055511,5.4167783E-17,6.599412E-19
1.205585,6.2607726E-17,5.4295727E-19
1.2056913,5.83502E-17,6.757032E-19
1.2057564,6.656363E-17,5.632079E-19
1.2058316,5.939095E-17,6.534411E-19
1.2059277,6.413156E-17,5.3090887E-19
1.2059718,6.056516E-17,6.3026675E-19
1.2060992,6.33993E-17,5.02177E-19
1.2061121,5.9092294E-17,6.308069E-19
1.2062523,5.5255655E-17,6.283193E-19
1.2062705,6.034851E-17,4.9733175E-19
1.2063926,5.0992307E-17,6.350576E-19
1.2064419,5.399269E-17,4.8950615E-19
1.2065328,4.9255168E-17,6.34447E-19
1.2066132,5.479562E-17,4.9865477E-19
1.2066731,4.8396733E-17,6.2954586E-19
1.2067846,5.380319E-17,4.9465923E-19
1.2068133,4.727682E-17,6.3369443E-19
1.2069535,4.50865E-17,6.408239E-19
1.2069559,5.0295407E-17,4.8024297E-19
1.2070938,4.485853E-17,6.426659E-19
1.2071273,4.5402213E-17,4.664733E-19
1.207234,4.6901445E-17,6.4459585E-19
1.2072986,4.9276744E-17,4.8516185E-19
1.2073742,4.8674983E-17,6.37961E-19
1.2074699,5.288552E-17,4.8837136E-19
1.2075145,5.255836E-17,6.3733444E-19
1.2076414,5.899406E-17,5.040942E-19
1.2076547,5.201354E-17,6.359049E-19
1.2077949,4.9596327E-17,6.42276E-19
1.2078127,5.341981E-17,4.7631515E-19
1.2079352,4.4597443E-17,6.505708E-19
1.2079841,4.8323954E-17,4.7653374E-19
1.2080754,4.4584664E-17,6.528767E-19
1.2081554,4.815712E-17,4.85438E-19
1.2082156,4.7160227E-17,6.468966E-19
1.2083267,5.573842E-17,4.8666727E-19
1.2083558,5.0863935E-17,6.5561425E-19
1.2084961,5.639305E-17,6.513501E-19
1.2084981,6.28547E-17,4.8956545E-19
1.2086363,5.584593E-17,6.4411686E-19
1.2086694,5.921038E-17,4.8516076E-19
1.2087765,5.3571886E-17,6.422556E-19
1.2088407,5.42214E-17,4.847033E-19
1.2089167,5.1044624E-17,6.466449E-19
1.209012,5.2384763E-17,4.8759454E-19
1.2090569,4.8578845E-17,6.57226E-19
1.2091835,5.1490898E-17,5.015877E-19
1.209197,4.9461784E-17,6.555898E-19
1.2093372,5.0487637E-17,6.489139E-19
1.2093548,5.863878E-17,4.884302E-19
1.2094775,5.2543952E-17,6.5256263E-19
1.2095261,6.187742E-17,4.81829E-19
1.2096177,5.6148656E-17,6.568195E-19
1.2096974,6.199335E-17,4.832955E-19
1.2097579,6.0427655E-17,6.696543E-19
1.2098687,6.491247E-17,4.8554256E-19
1.2098981,6.1999225E-17,6.7041427E-19
1.2100383,6.090783E-17,6.639088E-19
1.21004,6.859697E-17,4.8619557E-19
1.2101785,5.684302E-17,6.4630036E-19
1.2102113,6.522502E-17,4.818309E-19
1.2103187,5.420941E-17,6.3817594E-19
1.2103827,6.336084E-17,4.768412E-19
1.2104589,5.597482E-17,6.5216646E-19
1.210554,6.2844564E-17,4.6774417E-19
1.2105991,5.79322E-17,6.587306E-19
1.2107253,6.1855825E-17,4.6556873E-19
1.2107393,5.803225E-17,6.6223015E-19
1.2108794,5.3775E-17,6.5147184E-19
1.2108966,5.7018427E-17,4.609029E-19
1.2110196,5.1982157E-17,6.5159343E-19
1.2110679,5.182007E-17,4.4689937E-19
1.2111597,4.954976E-17,6.8094826E-19
1.2112392,5.0285047E-17,4.6009574E-19
1.2112999,4.638182E-17,6.7499494E-19
1.2114105,5.4169835E-17,4.770975E-19
1.2114401,4.8184138E-17,6.6160573E-19
1.2115803,4.6224322E-17,6.452434E-19
1.2115818,5.535095E-17,4.901668E-19
1.2117205,5.1494253E-17,6.6382583E-19
1.2117531,5.538657E-17,4.8880956E-19
1.2118607,5.640934E-17,6.7222575E-19
1.2119243,5.902913E-17,4.9280903E-19
1.2120008,5.887357E-17,7.1389445E-19
1.2120956,6.068687E-17,6.172874E-19
1.2121409,6.319172E-17,8.724411E-19
1.2122669,6.198495E-17,8.649008E-19
1.2122811,5.3086245E-17,1.017288E-18
1.2124213,5.068999E-17,9.740463E-19
1.2124382,6.744916E-17,8.653801E-19
1.2125615,4.9324863E-17,8.006509E-19
1.2126095,5.5511846E-17,6.139773E-19
1.2127016,5.0046796E-17,6.950376E-19
1.2127808,5.1423162E-17,4.635951E-19
1.2128417,4.8848923E-17,6.82731E-19
1.2129521,4.874177E-17,4.6577853E-19
1.2129819,4.9978914E-17,6.956711E-19
1.2131221,5.059479E-17,7.0424705E-19
1.2131233,5.2973986E-17,4.7138573E-19
1.2132622,5.178555E-17,7.109104E-19
1.2132946,6.2772136E-17,5.0796613E-19
1.2134024,5.731014E-17,7.282064E-19
1.2134659,6.440167E-17,5.3597323E-19
1.2135425,5.324121E-17,7.9966047E-19
1.2136372,6.3919905E-17,6.2861275E-19
1.2136827,4.9197794E-17,8.495415E-19
1.2138084,6.48906E-17,6.0579684E-19
1.2138228,5.84461E-17,7.9342187E-19
1.2139629,6.2773195E-17,7.30739E-19
1.2139797,6.700041E-17,5.248239E-19
1.2141031,6.082753E-17,7.178409E-19
1.214151,6.7512027E-17,4.7037796E-19
1.2142432,6.0017856E-17,7.112492E-19
1.2143222,6.706557E-17,4.7395753E-19
1.2143834,5.7469776E-17,7.101686E-19
1.2144935,6.3783043E-17,4.730143E-19
1.2145236,5.568509E-17,7.0967857E-19
1.2146636,5.472802E-17,7.124106E-19
1.2146648,5.9313356E-17,4.671896E-19
1.2148038,5.423449E-17,7.166984E-19
1.214836,6.075315E-17,4.639429E-19
1.2149439,5.581588E-17,7.1897536E-19
1.2150073,6.460879E-17,4.600887E-19
1.2150841,6.16771E-17,7.1663123E-19
1.2151785,6.8993024E-17,4.5353744E-19
1.2152241,6.4590775E-17,7.1657757E-19
1.2153498,6.845178E-17,4.564878E-19
1.2153642,6.540229E-17,7.353198E-19
1.2155044,6.2344305E-17,7.528251E-19
1.215521,6.7213997E-17,4.9425267E-19
1.2156445,6.1361025E-17,7.515364E-19
1.2156923,6.307748E-17,5.045334E-19
1.2157847,6.044962E-17,7.412511E-19
1.2158635,6.183266E-17,4.601707E-19
1.2159247,5.9377354E-17,7.207445E-19
1.2160348,6.354088E-17,4.4869745E-19
1.2160648,6.021794E-17,7.2121407E-19
1.216205,6.16934E-17,7.2595795E-19
1.216206,6.7360844E-17,4.4990007E-19
1.2163451,6.15244E-17,7.2646703E-19
1.2163773,6.7110626E-17,4.5119497E-19
1.2164851,6.183686E-17,7.246469E-19
1.2165484,6.270425E-17,4.5147647E-19
1.2166253,6.151132E-17,7.312787E-19
1.2167196,6.438798E-17,4.4860264E-19
1.2167654,5.9178215E-17,7.333756E-19
1.2168909,6.387778E-17,4.5172737E-19
1.2169055,5.819151E-17,7.2971775E-19
1.2170457,5.982259E-17,7.287698E-19
1.2170621,6.582015E-17,4.515145E-19
1.2171857,6.342757E-17,7.281826E-19
1.2172333,6.653235E-17,4.673369E-19
1.2173258,6.353236E-17,7.314133E-19
1.2174046,6.727609E-17,4.451874E-19
1.2174659,6.4108125E-17,7.4420116E-19
1.2175758,6.4466917E-17,4.4319686E-19
1.217606,6.0270854E-17,7.3491136E-19
1.2177461,5.759487E-17,7.270539E-19
1.217747,6.432342E-17,4.43217E-19
1.2178862,5.884707E-17,7.478603E-19
1.2179183,5.985052E-17,4.504318E-19
1.2180263,5.867662E-17,7.648212E-19
1.2180895,6.314746E-17,4.595095E-19
1.2181664,6.3163035E-17,7.6938897E-19
1.2182606,6.991177E-17,4.638614E-19
1.2183064,6.629984E-17,7.56787E-19
1.2184318,7.171714E-17,4.526956E-19
1.2184465,6.764019E-17,7.4566636E-19
1.2185866,6.600945E-17,7.4386197E-19
1.218603,6.957637E-17,4.493351E-19
1.2187266,6.494691E-17,7.467717E-19
1.2187743,7.104607E-17,4.448855E-19
1.2188667,6.497691E-17,7.530038E-19
1.2189455,6.883808E-17,4.4726907E-19
1.2190068,6.506384E-17,7.5555913E-19
1.2191167,6.7244894E-17,4.412249E-19
1.2191468,6.316707E-17,7.561242E-19
1.219287,6.30485E-17,7.6172395E-19
1.2192879,6.930063E-17,4.446507E-19
1.219427,6.6496685E-17,7.8169824E-19
1.219459,7.074082E-17,4.627962E-19
1.2195671,6.291911E-17,8.15086E-19
1.2196302,7.3287964E-17,5.0726774E-19
1.2197071,6.5179874E-17,8.578665E-19
1.2198014,7.427916E-17,5.3132556E-19
1.2198472,6.9984397E-17,8.3779996E-19
1.2199726,7.217621E-17,4.691619E-19
1.2199873,6.5083126E-17,7.9627823E-19
1.2201273,6.464341E-17,7.744308E-19
1.2201438,7.012722E-17,4.393852E-19
1.2202674,6.384687E-17,7.777379E-19
1.220315,6.479215E-17,4.357364E-19
1.2204075,6.265221E-17,7.7055214E-19
1.2204862,6.5399156E-17,4.3869596E-19
1.2205476,6.024379E-17,7.7034917E-19
1.2206573,6.7784586E-17,4.3093303E-19
1.2206876,6.137538E-17,7.7376966E-19
1.2208277,6.3863214E-17,7.80305E-19
1.2208285,7.0301094E-17,4.2770335E-19
1.2209677,6.308363E-17,7.785686E-19
1.2209997,7.202346E-17,4.374612E-19
1.2211077,6.378948E-17,7.850164E-19
1.2211709,6.781443E-17,4.4147824E-19
1.2212478,6.358278E-17,7.8610355E-19
1.2213421,6.8166604E-17,4.4153464E-19
1.2213879,6.154538E-17,7.9191056E-19
1.2215133,6.835251E-17,4.405816E-19
1.2215279,6.1386026E-17,7.9782294E-19
1.2216679,6.2348315E-17,8.0551515E-19
1.2216843,7.001307E-17,4.3440677E-19
1.221808,6.1328474E-17,8.0458007E-19
1.2218555,6.892535E-17,4.363773E-19
1.221948,6.499062E-17,8.0336546E-19
1.2220267,7.0479686E-17,4.351775E-19
1.222088,6.613685E-17,7.958356E-19
1.2221979,6.843765E-17,4.3206133E-19
1.222228,6.7664956E-17,8.003636E-19
1.2223681,6.2632144E-17,8.1215503E-19
1.222369,6.4555054E-17,4.3015894E-19
1.2225081,5.845844E-17,8.096229E-19
1.2225401,6.573355E-17,4.350968E-19
1.2226481,6.1096725E-17,8.393681E-19
1.2227113,6.9111046E-17,4.654365E-19
1.2227882,6.50756E-17,9.164211E-19
1.2228825,7.60649E-17,6.272553E-19
1.2229282,6.1849366E-17,1.0360391E-18
1.2230536,8.083924E-17,7.3269906E-19
1.2230682,6.256919E-17,1.0432768E-18
1.2232083,6.371295E-17,9.633334E-19
1.2232248,7.44203E-17,6.5176306E-19
1.2233483,6.126627E-17,9.247858E-19
1.223396,6.8535606E-17,4.6566515E-19
1.2234883,6.4408015E-17,8.340989E-19
1.223567,6.977686E-17,4.5375173E-19
1.2236283,6.396004E-17,8.2604055E-19
1.2237382,7.247494E-17,4.3305381E-19
1.2237684,6.779898E-17,8.3528915E-19
1.2239083,6.8268625E-17,8.365992E-19
1.2239093,7.532786E-17,4.3829416E-19
1.2240484,6.893995E-17,8.361942E-19
1.2240804,7.821499E-17,4.353729E-19
1.2241883,6.9982544E-17,8.3812096E-19
1.2242516,7.466409E-17,4.266182E-19
1.2243284,6.815852E-17,8.462157E-19
1.2244227,7.407291E-17,4.2116077E-19
1.2244684,6.4527E-17,8.3654507E-19
1.2245939,7.468359E-17,4.2278393E-19
1.2246084,6.3316785E-17,8.3739686E-19
1.2247484,6.3690684E-17,8.428583E-19
1.224765,7.043251E-17,4.3577374E-19
1.2248883,6.42431E-17,8.4920957E-19
1.2249361,6.8113857E-17,4.3139333E-19
1.2250284,6.5710824E-17,8.5127974E-19
1.2251072,7.0697995E-17,4.3111278E-19
1.2251683,6.281695E-17,8.489086E-19
1.2252783,6.9448417E-17,4.2553903E-19
1.2253083,6.021896E-17,8.500741E-19
1.2254484,6.526009E-17,8.604913E-19
1.2254494,6.835916E-17,4.3007932E-19
1.2255883,7.087678E-17,8.888452E-19
1.2256205,7.380296E-17,4.509349E-19
1.2257283,6.908648E-17,9.30105E-19
1.2257917,7.3393406E-17,5.26576E-19
1.2258683,7.237274E-17,9.529311E-19
1.2259628,7.884697E-17,5.3111577E-19
1.2260083,7.6107955E-17,9.306668E-19
1.2261338,8.153715E-17,4.5383295E-19
1.2261482,7.18975E-17,9.029884E-19
1.2262882,7.193298E-17,8.839275E-19
1.226305,7.5258335E-17,4.2050965E-19
1.2264283,7.0624846E-17,8.5826223E-19
1.2264761,7.5785196E-17,4.2226554E-19
1.2265682,7.349865E-17,8.65595E-19
1.2266471,8.066197E-17,4.200802E-19
1.2267082,7.4091196E-17,8.725306E-19
1.2268182,8.115622E-17,4.194054E-19
1.2268481,7.1932645E-17,8.670375E-19
1.2269881,6.887525E-17,8.722793E-19
1.2269894,7.857197E-17,4.2003893E-19
1.2271281,6.7033784E-17,8.728623E-19
1.2271605,7.329335E-17,4.199988E-19
1.2272681,6.471575E-17,8.715458E-19
1.2273315,6.9958734E-17,4.1453838E-19
1.227408,6.3723705E-17,8.723599E-19
1.2275026,7.162668E-17,4.1309865E-19
1.227548,6.725983E-17,8.792788E-19
1.2276736,7.236827E-17,4.1221483E-19
1.227688,7.0288203E-17,8.829516E-19
1.2278279,7.140208E-17,8.935514E-19
1.2278448,8.0477686E-17,4.1818168E-19
1.2279679,7.600271E-17,8.851497E-19
1.2280159,8.126054E-17,4.1774624E-19
1.2281078,7.661273E-17,8.914075E-19
1.228187,8.240406E-17,4.175081E-19
1.2282478,7.4771714E-17,8.971387E-19
1.228358,7.951532E-17,4.1637248E-19
1.2283877,7.135303E-17,9.106255E-19
1.2285277,6.963778E-17,1.0055702E-18
1.2285291,7.6454E-17,4.769688E-19
1.2286676,7.2042865E-17,1.1519532E-18
1.2287002,8.136048E-17,7.0051724E-19
1.2288076,6.401182E-17,1.1594025E-18
1.2288712,8.690738E-17,7.0141643E-19
1.2289475,6.439139E-17,1.0681967E-18
1.2290423,7.3831845E-17,5.29642E-19
1.2290875,6.9898773E-17,9.648137E-19
1.2292134,7.413645E-17,4.197043E-19
1.2292274,7.088151E-17,9.065785E-19
1.2293674,6.7007704E-17,9.057665E-19
1.2293844,7.395234E-17,4.1055099E-19
1.2295073,6.625302E-17,9.103257E-19
1.2295555,7.67313E-17,4.1167867E-19
1.2296473,6.762246E-17,9.153715E-19
1.2297266,7.7847046E-17,4.195194E-19
1.2297872,6.973465E-17,9.193296E-19
1.2298976,7.986624E-17,4.1854132E-19
1.2299272,7.3290525E-17,9.268251E-19
1.230067,7.527907E-17,9.341236E-19
1.2300687,7.873472E-17,4.146114E-19
1.230207,7.294865E-17,9.274571E-19
1.2302397,7.8121816E-17,4.131453E-19
1.2303469,7.149835E-17,9.323036E-19
1.2304107,7.675136E-17,4.0963248E-19
1.2304869,7.039945E-17,9.229311E-19
1.2305818,7.701431E-17,4.141301E-19
1.2306268,7.1763986E-17,9.295498E-19
1.2307528,7.63492E-17,4.0741876E-19
1.2307667,7.242189E-17,9.311984E-19
1.2309066,7.173891E-17,9.362737E-19
1.2309239,8.0030446E-17,4.1243603E-19
1.2310466,7.325807E-17,9.396119E-19
1.231095,7.960506E-17,4.0764032E-19
1.2311865,7.445739E-17,9.425764E-19
1.2312659,7.8490096E-17,4.108695E-19
1.2313263,7.1162064E-17,9.421665E-19
1.231437,7.919461E-17,4.1173887E-19
1.2314663,7.0473386E-17,9.497089E-19
1.2316062,7.032791E-17,9.514137E-19
1.231608,7.372217E-17,4.0715748E-19
1.2317461,7.147E-17,9.481581E-19
1.2317791,7.635807E-17,4.3062658E-19
1.231886,7.04844E-17,9.533254E-19
1.23195,7.888175E-17,4.2944684E-19
1.232026,7.030841E-17,9.547901E-19
1.2321211,7.5776726E-17,4.2288839E-19
1.2321658,7.150733E-17,9.600467E-19
1.2322922,7.4985167E-17,4.3127731E-19
1.2323058,7.384912E-17,9.713086E-19
1.2324457,7.923399E-17,1.002047E-18
1.2324631,7.7491974E-17,4.5724347E-19
1.2325855,7.658693E-17,1.0387352E-18
1.2326342,7.919336E-17,5.1328335E-19
1.2327255,6.988463E-17,1.0471265E-18
1.2328051,7.719223E-17,5.171425E-19
1.2328653,7.179752E-17,1.016395E-18
1.2329762,8.143783E-17,4.2899755E-19
1.2330053,7.3128226E-17,9.787806E-19
1.2331451,7.245889E-17,9.761165E-19
1.2331473,7.897359E-17,4.0155372E-19
1.2332851,7.32457E-17,9.779752E-19
1.2333182,7.799149E-17,4.0196048E-19
1.2334249,7.406851E-17,9.794883E-19
1.2334893,7.932941E-17,4.06423E-19
1.2335649,7.30444E-17,9.8247E-19
1.2336602,8.1520066E-17,3.9617818E-19
1.2337047,7.080959E-17,9.744436E-19
1.2338313,7.864608E-17,3.9785071E-19
1.2338446,7.096315E-17,9.783796E-19
1.2339845,7.0577624E-17,9.843374E-19
1.2340022,7.437619E-17,3.9970652E-19
1.2341243,7.210627E-17,9.845416E-19
1.2341732,7.0143004E-17,3.9142246E-19
1.2342643,7.319978E-17,9.951011E-19
1.2343442,7.4915994E-17,3.9890865E-19
1.2344041,7.329224E-17,9.959497E-19
1.2345152,7.720279E-17,3.9389227E-19
1.234544,7.468204E-17,1.0152402E-18
1.2346839,7.619328E-17,1.0214378E-18
1.2346863,8.2655057E-17,3.991095E-19
1.2348237,7.860702E-17,1.0258058E-18
1.2348572,8.9242326E-17,4.2497588E-19
1.2349637,7.931565E-17,1.0822381E-18
1.2350281,8.661567E-17,5.1255223E-19
1.2351035,8.197244E-17,1.1526646E-18
1.2351992,8.739012E-17,6.369899E-19
1.2352433,7.8796616E-17,1.1874035E-18
1.2353702,7.9635695E-17,6.2035465E-19
1.2353832,8.1422663E-17,1.1637619E-18
1.2355231,7.910439E-17,1.0851151E-18
1.2355411,8.191669E-17,4.763415E-19
1.2356629,7.443976E-17,1.0269684E-18
1.2357122,8.035204E-17,4.0409326E-19
1.2358028,7.761476E-17,1.014665E-18
1.2358831,8.434305E-17,4.0010142E-19
1.2359426,7.596627E-17,1.0122143E-18
1.2360541,8.425536E-17,3.9915107E-19
1.2360826,7.2621574E-17,9.992401E-19
1.2362224,6.952693E-17,9.943704E-19
1.236225,8.2149543E-17,3.9926276E-19
1.2363622,6.8845706E-17,9.883568E-19
1.236396,8.11505E-17,4.003163E-19
1.236502,6.800324E-17,9.925808E-19
1.236567,7.787417E-17,3.945584E-19
1.2366419,6.655859E-17,9.863415E-19
1.236738,7.874792E-17,3.9307424E-19
1.2367817,6.85456E-17,9.841909E-19
1.2369089,7.8843686E-17,3.966393E-19
1.2369217,7.315015E-17,9.851167E-19
1.2370615,7.1788444E-17,9.902448E-19
1.2370799,8.204539E-17,3.9345769E-19
1.2372013,6.9699674E-17,9.922208E-19
1.2372508,8.1905154E-17,3.9138255E-19
1.2373412,7.051235E-17,9.883143E-19
1.2374218,8.182982E-17,3.905334E-19
1.237481,7.316406E-17,1.0061055E-18
1.2375927,8.40908E-17,3.900083E-19
1.2376208,7.4060193E-17,1.0220774E-18
1.2377607,7.3448966E-17,1.0336357E-18
1.2377636,8.4526463E-17,3.9323533E-19
1.2379005,7.328529E-17,1.040691E-18
1.2379346,8.602814E-17,3.920016E-19
1.2380403,7.543557E-17,1.0373405E-18
1.2381055,8.6784084E-17,3.9284643E-19
1.2381802,7.5886694E-17,1.0521917E-18
1.2382765,8.539941E-17,3.9166208E-19
1.23832,7.3370596E-17,1.063721E-18
1.2384474,8.7442057E-17,3.8782438E-19
1.2384598,7.421498E-17,1.0757129E-18
1.2385997,7.8335996E-17,1.0973635E-18
1.2386184,8.6175074E-17,3.8508147E-19
1.2387395,8.0963174E-17,1.115365E-18
1.2387893,8.36939E-17,3.8121852E-19
1.2388793,7.9154236E-17,1.1249598E-18
1.2389603,8.192269E-17,3.9279175E-19
1.2390192,7.5797716E-17,1.1480863E-18
1.2391312,8.002748E-17,3.9861534E-19
1.2391589,7.8919244E-17,1.1715036E-18
1.2392987,5.8933747E-17,8.3990265E-19
1.2393022,8.178362E-17,4.0756057E-19
1.239473,8.336153E-17,3.9980875E-19
